,date,county,cases,deaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
331,2020-04-01,2020-04-01,1624,15,1624.0,1624.0,1624.0,1624.0,1624.0,1624.0
333,2020-04-01,2020-04-01,563,10,563.0,563.0,563.0,563.0,563.0,563.0
334,2020-04-02,2020-04-02,283,3,283.0,283.0,283.0,283.0,283.0,283.0
335,2020-04-02,2020-04-02,213,7,213.0,213.0,213.0,213.0,213.0,213.0
336,2020-04-02,2020-04-02,424,3,424.0,424.0,424.0,424.0,424.0,424.0
337,2020-04-02,2020-04-02,5,0,5.0,5.0,5.0,5.0,5.0,5.0
338,2020-04-02,2020-04-02,1039,19,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0
339,2020-04-02,2020-04-02,85,8,85.0,85.0,85.0,85.0,85.0,85.0
340,2020-04-02,2020-04-02,546,20,546.0,546.0,546.0,546.0,546.0,546.0
341,2020-04-02,2020-04-02,102,2,102.0,102.0,102.0,102.0,102.0,102.0
342,2020-04-02,2020-04-02,1870,29,1870.0,1870.0,1870.0,1870.0,1870.0,1870.0
343,2020-04-02,2020-04-02,7,0,7.0,7.0,7.0,7.0,7.0,7.0
344,2020-04-02,2020-04-02,938,22,938.0,938.0,938.0,938.0,938.0,938.0
345,2020-04-02,2020-04-02,621,6,621.0,621.0,621.0,621.0,621.0,621.0
346,2020-04-02,2020-04-02,1896,21,1896.0,1896.0,1896.0,1896.0,1896.0,1896.0
348,2020-04-02,2020-04-02,667,14,667.0,667.0,667.0,667.0,667.0,667.0
349,2020-04-03,2020-04-03,314,6,314.0,314.0,314.0,314.0,314.0,314.0
350,2020-04-03,2020-04-03,240,7,240.0,240.0,240.0,240.0,240.0,240.0
351,2020-04-03,2020-04-03,517,4,517.0,517.0,517.0,517.0,517.0,517.0
352,2020-04-03,2020-04-03,7,0,7.0,7.0,7.0,7.0,7.0,7.0
353,2020-04-03,2020-04-03,1238,24,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0
354,2020-04-03,2020-04-03,89,11,89.0,89.0,89.0,89.0,89.0,89.0
355,2020-04-03,2020-04-03,661,28,661.0,661.0,661.0,661.0,661.0,661.0
356,2020-04-03,2020-04-03,114,3,114.0,114.0,114.0,114.0,114.0,114.0
357,2020-04-03,2020-04-03,2202,39,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0
358,2020-04-03,2020-04-03,9,0,9.0,9.0,9.0,9.0,9.0,9.0
359,2020-04-03,2020-04-03,1045,25,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0
360,2020-04-03,2020-04-03,745,7,745.0,745.0,745.0,745.0,745.0,745.0
361,2020-04-03,2020-04-03,2183,23,2183.0,2183.0,2183.0,2183.0,2183.0,2183.0
363,2020-04-03,2020-04-03,825,15,825.0,825.0,825.0,825.0,825.0,825.0
364,2020-04-04,2020-04-04,330,6,330.0,330.0,330.0,330.0,330.0,330.0
365,2020-04-04,2020-04-04,253,10,253.0,253.0,253.0,253.0,253.0,253.0
366,2020-04-04,2020-04-04,601,5,601.0,601.0,601.0,601.0,601.0,601.0
367,2020-04-04,2020-04-04,7,0,7.0,7.0,7.0,7.0,7.0,7.0
368,2020-04-04,2020-04-04,1400,26,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0
369,2020-04-04,2020-04-04,95,12,95.0,95.0,95.0,95.0,95.0,95.0
370,2020-04-04,2020-04-04,733,35,733.0,733.0,733.0,733.0,733.0,733.0
371,2020-04-04,2020-04-04,125,3,125.0,125.0,125.0,125.0,125.0,125.0
372,2020-04-04,2020-04-04,2468,39,2468.0,2468.0,2468.0,2468.0,2468.0,2468.0
373,2020-04-04,2020-04-04,9,0,9.0,9.0,9.0,9.0,9.0,9.0
374,2020-04-04,2020-04-04,1199,26,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0
375,2020-04-04,2020-04-04,898,8,898.0,898.0,898.0,898.0,898.0,898.0
376,2020-04-04,2020-04-04,2429,28,2429.0,2429.0,2429.0,2429.0,2429.0,2429.0
378,2020-04-04,2020-04-04,915,18,915.0,915.0,915.0,915.0,915.0,915.0
379,2020-04-05,2020-04-05,347,6,347.0,347.0,347.0,347.0,347.0,347.0
380,2020-04-05,2020-04-05,258,13,258.0,258.0,258.0,258.0,258.0,258.0
381,2020-04-05,2020-04-05,659,8,659.0,659.0,659.0,659.0,659.0,659.0
382,2020-04-05,2020-04-05,8,0,8.0,8.0,8.0,8.0,8.0,8.0
383,2020-04-05,2020-04-05,1506,28,1506.0,1506.0,1506.0,1506.0,1506.0,1506.0
384,2020-04-05,2020-04-05,100,12,100.0,100.0,100.0,100.0,100.0,100.0
385,2020-04-05,2020-04-05,768,35,768.0,768.0,768.0,768.0,768.0,768.0
386,2020-04-05,2020-04-05,128,3,128.0,128.0,128.0,128.0,128.0,128.0
387,2020-04-05,2020-04-05,2632,42,2632.0,2632.0,2632.0,2632.0,2632.0,2632.0
388,2020-04-05,2020-04-05,9,0,9.0,9.0,9.0,9.0,9.0,9.0
389,2020-04-05,2020-04-05,1271,27,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0
390,2020-04-05,2020-04-05,963,10,963.0,963.0,963.0,963.0,963.0,963.0
391,2020-04-05,2020-04-05,2658,29,2658.0,2658.0,2658.0,2658.0,2658.0,2658.0
393,2020-04-05,2020-04-05,978,18,978.0,978.0,978.0,978.0,978.0,978.0
394,2020-04-06,2020-04-06,383,7,383.0,383.0,383.0,383.0,383.0,383.0
395,2020-04-06,2020-04-06,268,13,268.0,268.0,268.0,268.0,268.0,268.0
396,2020-04-06,2020-04-06,722,8,722.0,722.0,722.0,722.0,722.0,722.0
397,2020-04-06,2020-04-06,8,0,8.0,8.0,8.0,8.0,8.0,8.0
398,2020-04-06,2020-04-06,1653,31,1653.0,1653.0,1653.0,1653.0,1653.0,1653.0
399,2020-04-06,2020-04-06,107,13,107.0,107.0,107.0,107.0,107.0,107.0
400,2020-04-06,2020-04-06,889,39,889.0,889.0,889.0,889.0,889.0,889.0
401,2020-04-06,2020-04-06,147,3,147.0,147.0,147.0,147.0,147.0,147.0
402,2020-04-06,2020-04-06,2950,48,2950.0,2950.0,2950.0,2950.0,2950.0,2950.0
403,2020-04-06,2020-04-06,9,0,9.0,9.0,9.0,9.0,9.0,9.0
404,2020-04-06,2020-04-06,1382,30,1382.0,1382.0,1382.0,1382.0,1382.0,1382.0
405,2020-04-06,2020-04-06,1067,14,1067.0,1067.0,1067.0,1067.0,1067.0,1067.0
406,2020-04-06,2020-04-06,2929,33,2929.0,2929.0,2929.0,2929.0,2929.0,2929.0
408,2020-04-06,2020-04-06,1077,19,1077.0,1077.0,1077.0,1077.0,1077.0,1077.0
409,2020-04-07,2020-04-07,405,10,405.0,405.0,405.0,405.0,405.0,405.0
410,2020-04-07,2020-04-07,278,18,278.0,278.0,278.0,278.0,278.0,278.0
411,2020-04-07,2020-04-07,768,16,768.0,768.0,768.0,768.0,768.0,768.0
412,2020-04-07,2020-04-07,9,0,9.0,9.0,9.0,9.0,9.0,9.0
413,2020-04-07,2020-04-07,1841,37,1841.0,1841.0,1841.0,1841.0,1841.0,1841.0
414,2020-04-07,2020-04-07,118,17,118.0,118.0,118.0,118.0,118.0,118.0
415,2020-04-07,2020-04-07,997,56,997.0,997.0,997.0,997.0,997.0,997.0
416,2020-04-07,2020-04-07,158,3,158.0,158.0,158.0,158.0,158.0,158.0
417,2020-04-07,2020-04-07,3187,69,3187.0,3187.0,3187.0,3187.0,3187.0,3187.0
418,2020-04-07,2020-04-07,9,0,9.0,9.0,9.0,9.0,9.0,9.0
419,2020-04-07,2020-04-07,1592,36,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0
420,2020-04-07,2020-04-07,1194,25,1194.0,1194.0,1194.0,1194.0,1194.0,1194.0
421,2020-04-07,2020-04-07,3245,42,3245.0,3245.0,3245.0,3245.0,3245.0,3245.0
423,2020-04-07,2020-04-07,1172,24,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0
424,2020-04-08,2020-04-08,423,11,423.0,423.0,423.0,423.0,423.0,423.0
425,2020-04-08,2020-04-08,281,20,281.0,281.0,281.0,281.0,281.0,281.0
426,2020-04-08,2020-04-08,835,23,835.0,835.0,835.0,835.0,835.0,835.0
427,2020-04-08,2020-04-08,8,0,8.0,8.0,8.0,8.0,8.0,8.0
428,2020-04-08,2020-04-08,2103,52,2103.0,2103.0,2103.0,2103.0,2103.0,2103.0
429,2020-04-08,2020-04-08,117,21,117.0,117.0,117.0,117.0,117.0,117.0
430,2020-04-08,2020-04-08,1081,64,1081.0,1081.0,1081.0,1081.0,1081.0,1081.0
431,2020-04-08,2020-04-08,164,3,164.0,164.0,164.0,164.0,164.0,164.0
432,2020-04-08,2020-04-08,3545,80,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0
433,2020-04-08,2020-04-08,9,0,9.0,9.0,9.0,9.0,9.0,9.0
434,2020-04-08,2020-04-08,1778,42,1778.0,1778.0,1778.0,1778.0,1778.0,1778.0
435,2020-04-08,2020-04-08,1327,32,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0
436,2020-04-08,2020-04-08,3600,50,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
438,2020-04-08,2020-04-08,1296,30,1296.0,1296.0,1296.0,1296.0,1296.0,1296.0
439,2020-04-09,2020-04-09,444,12,444.0,444.0,444.0,444.0,444.0,444.0
440,2020-04-09,2020-04-09,304,21,304.0,304.0,304.0,304.0,304.0,304.0
441,2020-04-09,2020-04-09,994,28,994.0,994.0,994.0,994.0,994.0,994.0
442,2020-04-09,2020-04-09,9,0,9.0,9.0,9.0,9.0,9.0,9.0
443,2020-04-09,2020-04-09,2336,61,2336.0,2336.0,2336.0,2336.0,2336.0,2336.0
444,2020-04-09,2020-04-09,128,22,128.0,128.0,128.0,128.0,128.0,128.0
445,2020-04-09,2020-04-09,1276,81,1276.0,1276.0,1276.0,1276.0,1276.0,1276.0
446,2020-04-09,2020-04-09,177,3,177.0,177.0,177.0,177.0,177.0,177.0
447,2020-04-09,2020-04-09,4045,93,4045.0,4045.0,4045.0,4045.0,4045.0,4045.0
448,2020-04-09,2020-04-09,9,0,9.0,9.0,9.0,9.0,9.0,9.0
449,2020-04-09,2020-04-09,2007,52,2007.0,2007.0,2007.0,2007.0,2007.0,2007.0
450,2020-04-09,2020-04-09,1507,38,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0
451,2020-04-09,2020-04-09,4041,56,4041.0,4041.0,4041.0,4041.0,4041.0,4041.0
453,2020-04-09,2020-04-09,1461,31,1461.0,1461.0,1461.0,1461.0,1461.0,1461.0
454,2020-04-10,2020-04-10,464,13,464.0,464.0,464.0,464.0,464.0,464.0
455,2020-04-10,2020-04-10,329,22,329.0,329.0,329.0,329.0,329.0,329.0
456,2020-04-10,2020-04-10,1086,33,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0
457,2020-04-10,2020-04-10,12,0,12.0,12.0,12.0,12.0,12.0,12.0
458,2020-04-10,2020-04-10,2670,80,2670.0,2670.0,2670.0,2670.0,2670.0,2670.0
459,2020-04-10,2020-04-10,135,22,135.0,135.0,135.0,135.0,135.0,135.0
460,2020-04-10,2020-04-10,1394,88,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0
461,2020-04-10,2020-04-10,194,4,194.0,194.0,194.0,194.0,194.0,194.0
462,2020-04-10,2020-04-10,4447,109,4447.0,4447.0,4447.0,4447.0,4447.0,4447.0
463,2020-04-10,2020-04-10,9,0,9.0,9.0,9.0,9.0,9.0,9.0
464,2020-04-10,2020-04-10,2216,66,2216.0,2216.0,2216.0,2216.0,2216.0,2216.0
465,2020-04-10,2020-04-10,1677,46,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0
466,2020-04-10,2020-04-10,4534,73,4534.0,4534.0,4534.0,4534.0,4534.0,4534.0
468,2020-04-10,2020-04-10,1678,38,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0
469,2020-04-11,2020-04-11,480,15,480.0,480.0,480.0,480.0,480.0,480.0
470,2020-04-11,2020-04-11,336,22,336.0,336.0,336.0,336.0,336.0,336.0
471,2020-04-11,2020-04-11,1191,39,1191.0,1191.0,1191.0,1191.0,1191.0,1191.0
472,2020-04-11,2020-04-11,12,0,12.0,12.0,12.0,12.0,12.0,12.0
473,2020-04-11,2020-04-11,2896,92,2896.0,2896.0,2896.0,2896.0,2896.0,2896.0
474,2020-04-11,2020-04-11,138,23,138.0,138.0,138.0,138.0,138.0,138.0
475,2020-04-11,2020-04-11,1545,94,1545.0,1545.0,1545.0,1545.0,1545.0,1545.0
476,2020-04-11,2020-04-11,204,5,204.0,204.0,204.0,204.0,204.0,204.0
477,2020-04-11,2020-04-11,4872,137,4872.0,4872.0,4872.0,4872.0,4872.0,4872.0
478,2020-04-11,2020-04-11,9,0,9.0,9.0,9.0,9.0,9.0,9.0
479,2020-04-11,2020-04-11,2395,81,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0
480,2020-04-11,2020-04-11,1809,50,1809.0,1809.0,1809.0,1809.0,1809.0,1809.0
481,2020-04-11,2020-04-11,4926,81,4926.0,4926.0,4926.0,4926.0,4926.0,4926.0
483,2020-04-11,2020-04-11,1822,42,1822.0,1822.0,1822.0,1822.0,1822.0,1822.0
484,2020-04-12,2020-04-12,501,16,501.0,501.0,501.0,501.0,501.0,501.0
485,2020-04-12,2020-04-12,350,22,350.0,350.0,350.0,350.0,350.0,350.0
486,2020-04-12,2020-04-12,1327,43,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0
487,2020-04-12,2020-04-12,12,0,12.0,12.0,12.0,12.0,12.0,12.0
488,2020-04-12,2020-04-12,3170,102,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0
489,2020-04-12,2020-04-12,143,25,143.0,143.0,143.0,143.0,143.0,143.0
490,2020-04-12,2020-04-12,1647,104,1647.0,1647.0,1647.0,1647.0,1647.0,1647.0
491,2020-04-12,2020-04-12,219,6,219.0,219.0,219.0,219.0,219.0,219.0
492,2020-04-12,2020-04-12,5660,149,5660.0,5660.0,5660.0,5660.0,5660.0,5660.0
493,2020-04-12,2020-04-12,9,0,9.0,9.0,9.0,9.0,9.0,9.0
494,2020-04-12,2020-04-12,2649,93,2649.0,2649.0,2649.0,2649.0,2649.0,2649.0
495,2020-04-12,2020-04-12,2024,54,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
496,2020-04-12,2020-04-12,5359,88,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0
498,2020-04-12,2020-04-12,2032,49,2032.0,2032.0,2032.0,2032.0,2032.0,2032.0
499,2020-04-13,2020-04-13,502,17,502.0,502.0,502.0,502.0,502.0,502.0
500,2020-04-13,2020-04-13,355,22,355.0,355.0,355.0,355.0,355.0,355.0
501,2020-04-13,2020-04-13,1394,46,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0
502,2020-04-13,2020-04-13,12,0,12.0,12.0,12.0,12.0,12.0,12.0
503,2020-04-13,2020-04-13,3413,114,3413.0,3413.0,3413.0,3413.0,3413.0,3413.0
504,2020-04-13,2020-04-13,148,25,148.0,148.0,148.0,148.0,148.0,148.0
505,2020-04-13,2020-04-13,1694,115,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0
506,2020-04-13,2020-04-13,224,6,224.0,224.0,224.0,224.0,224.0,224.0
507,2020-04-13,2020-04-13,5983,163,5983.0,5983.0,5983.0,5983.0,5983.0,5983.0
508,2020-04-13,2020-04-13,9,0,9.0,9.0,9.0,9.0,9.0,9.0
509,2020-04-13,2020-04-13,2838,107,2838.0,2838.0,2838.0,2838.0,2838.0,2838.0
510,2020-04-13,2020-04-13,2141,65,2141.0,2141.0,2141.0,2141.0,2141.0,2141.0
511,2020-04-13,2020-04-13,5579,106,5579.0,5579.0,5579.0,5579.0,5579.0,5579.0
513,2020-04-13,2020-04-13,2128,51,2128.0,2128.0,2128.0,2128.0,2128.0,2128.0
514,2020-04-14,2020-04-14,514,17,514.0,514.0,514.0,514.0,514.0,514.0
515,2020-04-14,2020-04-14,360,23,360.0,360.0,360.0,360.0,360.0,360.0
516,2020-04-14,2020-04-14,1435,53,1435.0,1435.0,1435.0,1435.0,1435.0,1435.0
517,2020-04-14,2020-04-14,11,0,11.0,11.0,11.0,11.0,11.0,11.0
518,2020-04-14,2020-04-14,3594,126,3594.0,3594.0,3594.0,3594.0,3594.0,3594.0
519,2020-04-14,2020-04-14,155,25,155.0,155.0,155.0,155.0,155.0,155.0
520,2020-04-14,2020-04-14,1798,134,1798.0,1798.0,1798.0,1798.0,1798.0,1798.0
521,2020-04-14,2020-04-14,233,6,233.0,233.0,233.0,233.0,233.0,233.0
522,2020-04-14,2020-04-14,6254,188,6254.0,6254.0,6254.0,6254.0,6254.0,6254.0
523,2020-04-14,2020-04-14,9,0,9.0,9.0,9.0,9.0,9.0,9.0
524,2020-04-14,2020-04-14,2969,125,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0
525,2020-04-14,2020-04-14,2207,76,2207.0,2207.0,2207.0,2207.0,2207.0,2207.0
526,2020-04-14,2020-04-14,5872,120,5872.0,5872.0,5872.0,5872.0,5872.0,5872.0
528,2020-04-14,2020-04-14,2246,57,2246.0,2246.0,2246.0,2246.0,2246.0,2246.0
529,2020-04-15,2020-04-15,530,18,530.0,530.0,530.0,530.0,530.0,530.0
530,2020-04-15,2020-04-15,370,23,370.0,370.0,370.0,370.0,370.0,370.0
531,2020-04-15,2020-04-15,1508,56,1508.0,1508.0,1508.0,1508.0,1508.0,1508.0
532,2020-04-15,2020-04-15,11,0,11.0,11.0,11.0,11.0,11.0,11.0
533,2020-04-15,2020-04-15,3894,141,3894.0,3894.0,3894.0,3894.0,3894.0,3894.0
534,2020-04-15,2020-04-15,160,25,160.0,160.0,160.0,160.0,160.0,160.0
535,2020-04-15,2020-04-15,1885,153,1885.0,1885.0,1885.0,1885.0,1885.0,1885.0
536,2020-04-15,2020-04-15,239,6,239.0,239.0,239.0,239.0,239.0,239.0
537,2020-04-15,2020-04-15,6681,221,6681.0,6681.0,6681.0,6681.0,6681.0,6681.0
538,2020-04-15,2020-04-15,9,0,9.0,9.0,9.0,9.0,9.0,9.0
539,2020-04-15,2020-04-15,3122,149,3122.0,3122.0,3122.0,3122.0,3122.0,3122.0
540,2020-04-15,2020-04-15,2308,88,2308.0,2308.0,2308.0,2308.0,2308.0,2308.0
541,2020-04-15,2020-04-15,6279,147,6279.0,6279.0,6279.0,6279.0,6279.0,6279.0
543,2020-04-15,2020-04-15,2350,74,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0
544,2020-04-16,2020-04-16,550,18,550.0,550.0,550.0,550.0,550.0,550.0
545,2020-04-16,2020-04-16,382,26,382.0,382.0,382.0,382.0,382.0,382.0
546,2020-04-16,2020-04-16,1605,63,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0
547,2020-04-16,2020-04-16,12,0,12.0,12.0,12.0,12.0,12.0,12.0
548,2020-04-16,2020-04-16,4245,160,4245.0,4245.0,4245.0,4245.0,4245.0,4245.0
549,2020-04-16,2020-04-16,170,25,170.0,170.0,170.0,170.0,170.0,170.0
550,2020-04-16,2020-04-16,1985,163,1985.0,1985.0,1985.0,1985.0,1985.0,1985.0
551,2020-04-16,2020-04-16,248,6,248.0,248.0,248.0,248.0,248.0,248.0
552,2020-04-16,2020-04-16,7206,258,7206.0,7206.0,7206.0,7206.0,7206.0,7206.0
553,2020-04-16,2020-04-16,9,0,9.0,9.0,9.0,9.0,9.0,9.0
554,2020-04-16,2020-04-16,3342,175,3342.0,3342.0,3342.0,3342.0,3342.0,3342.0
555,2020-04-16,2020-04-16,2466,92,2466.0,2466.0,2466.0,2466.0,2466.0,2466.0
556,2020-04-16,2020-04-16,6820,166,6820.0,6820.0,6820.0,6820.0,6820.0,6820.0
558,2020-04-16,2020-04-16,2503,84,2503.0,2503.0,2503.0,2503.0,2503.0,2503.0
559,2020-04-17,2020-04-17,573,20,573.0,573.0,573.0,573.0,573.0,573.0
560,2020-04-17,2020-04-17,383,26,383.0,383.0,383.0,383.0,383.0,383.0
561,2020-04-17,2020-04-17,1659,75,1659.0,1659.0,1659.0,1659.0,1659.0,1659.0
562,2020-04-17,2020-04-17,12,0,12.0,12.0,12.0,12.0,12.0,12.0
563,2020-04-17,2020-04-17,4584,179,4584.0,4584.0,4584.0,4584.0,4584.0,4584.0
564,2020-04-17,2020-04-17,173,25,173.0,173.0,173.0,173.0,173.0,173.0
565,2020-04-17,2020-04-17,2134,183,2134.0,2134.0,2134.0,2134.0,2134.0,2134.0
566,2020-04-17,2020-04-17,258,7,258.0,258.0,258.0,258.0,258.0,258.0
567,2020-04-17,2020-04-17,7744,294,7744.0,7744.0,7744.0,7744.0,7744.0,7744.0
568,2020-04-17,2020-04-17,9,0,9.0,9.0,9.0,9.0,9.0,9.0
569,2020-04-17,2020-04-17,3499,197,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0
570,2020-04-17,2020-04-17,2577,104,2577.0,2577.0,2577.0,2577.0,2577.0,2577.0
571,2020-04-17,2020-04-17,7272,190,7272.0,7272.0,7272.0,7272.0,7272.0,7272.0
573,2020-04-17,2020-04-17,2765,92,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0
574,2020-04-18,2020-04-18,590,20,590.0,590.0,590.0,590.0,590.0,590.0
575,2020-04-18,2020-04-18,385,27,385.0,385.0,385.0,385.0,385.0,385.0
576,2020-04-18,2020-04-18,1698,83,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0
577,2020-04-18,2020-04-18,14,0,14.0,14.0,14.0,14.0,14.0,14.0
578,2020-04-18,2020-04-18,4914,194,4914.0,4914.0,4914.0,4914.0,4914.0,4914.0
579,2020-04-18,2020-04-18,177,25,177.0,177.0,177.0,177.0,177.0,177.0
580,2020-04-18,2020-04-18,2254,202,2254.0,2254.0,2254.0,2254.0,2254.0,2254.0
581,2020-04-18,2020-04-18,306,7,306.0,306.0,306.0,306.0,306.0,306.0
582,2020-04-18,2020-04-18,8297,334,8297.0,8297.0,8297.0,8297.0,8297.0,8297.0
583,2020-04-18,2020-04-18,9,0,9.0,9.0,9.0,9.0,9.0,9.0
584,2020-04-18,2020-04-18,3659,217,3659.0,3659.0,3659.0,3659.0,3659.0,3659.0
585,2020-04-18,2020-04-18,2688,121,2688.0,2688.0,2688.0,2688.0,2688.0,2688.0
586,2020-04-18,2020-04-18,7696,214,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0
588,2020-04-18,2020-04-18,2952,103,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0
589,2020-04-19,2020-04-19,632,21,632.0,632.0,632.0,632.0,632.0,632.0
590,2020-04-19,2020-04-19,387,29,387.0,387.0,387.0,387.0,387.0,387.0
591,2020-04-19,2020-04-19,1731,87,1731.0,1731.0,1731.0,1731.0,1731.0,1731.0
592,2020-04-19,2020-04-19,14,0,14.0,14.0,14.0,14.0,14.0,14.0
593,2020-04-19,2020-04-19,5153,210,5153.0,5153.0,5153.0,5153.0,5153.0,5153.0
594,2020-04-19,2020-04-19,181,26,181.0,181.0,181.0,181.0,181.0,181.0
595,2020-04-19,2020-04-19,2337,213,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0
596,2020-04-19,2020-04-19,317,7,317.0,317.0,317.0,317.0,317.0,317.0
597,2020-04-19,2020-04-19,8737,372,8737.0,8737.0,8737.0,8737.0,8737.0,8737.0
598,2020-04-19,2020-04-19,9,0,9.0,9.0,9.0,9.0,9.0,9.0
599,2020-04-19,2020-04-19,3789,246,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0
600,2020-04-19,2020-04-19,2832,130,2832.0,2832.0,2832.0,2832.0,2832.0,2832.0
601,2020-04-19,2020-04-19,8074,238,8074.0,8074.0,8074.0,8074.0,8074.0,8074.0
603,2020-04-19,2020-04-19,3069,114,3069.0,3069.0,3069.0,3069.0,3069.0,3069.0
604,2020-04-20,2020-04-20,664,21,664.0,664.0,664.0,664.0,664.0,664.0
605,2020-04-20,2020-04-20,387,28,387.0,387.0,387.0,387.0,387.0,387.0
606,2020-04-20,2020-04-20,1779,88,1779.0,1779.0,1779.0,1779.0,1779.0,1779.0
607,2020-04-20,2020-04-20,14,0,14.0,14.0,14.0,14.0,14.0,14.0
608,2020-04-20,2020-04-20,5296,225,5296.0,5296.0,5296.0,5296.0,5296.0,5296.0
609,2020-04-20,2020-04-20,187,26,187.0,187.0,187.0,187.0,187.0,187.0
610,2020-04-20,2020-04-20,2438,224,2438.0,2438.0,2438.0,2438.0,2438.0,2438.0
611,2020-04-20,2020-04-20,332,9,332.0,332.0,332.0,332.0,332.0,332.0
612,2020-04-20,2020-04-20,9253,402,9253.0,9253.0,9253.0,9253.0,9253.0,9253.0
613,2020-04-20,2020-04-20,9,0,9.0,9.0,9.0,9.0,9.0,9.0
614,2020-04-20,2020-04-20,3960,263,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0
615,2020-04-20,2020-04-20,2976,134,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0
616,2020-04-20,2020-04-20,8314,263,8314.0,8314.0,8314.0,8314.0,8314.0,8314.0
618,2020-04-20,2020-04-20,3179,117,3179.0,3179.0,3179.0,3179.0,3179.0,3179.0
619,2020-04-21,2020-04-21,672,22,672.0,672.0,672.0,672.0,672.0,672.0
620,2020-04-21,2020-04-21,404,29,404.0,404.0,404.0,404.0,404.0,404.0
621,2020-04-21,2020-04-21,1852,96,1852.0,1852.0,1852.0,1852.0,1852.0,1852.0
622,2020-04-21,2020-04-21,14,1,14.0,14.0,14.0,14.0,14.0,14.0
623,2020-04-21,2020-04-21,5521,245,5521.0,5521.0,5521.0,5521.0,5521.0,5521.0
624,2020-04-21,2020-04-21,192,29,192.0,192.0,192.0,192.0,192.0,192.0
625,2020-04-21,2020-04-21,2533,244,2533.0,2533.0,2533.0,2533.0,2533.0,2533.0
626,2020-04-21,2020-04-21,337,10,337.0,337.0,337.0,337.0,337.0,337.0
627,2020-04-21,2020-04-21,9621,428,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0
628,2020-04-21,2020-04-21,9,0,9.0,9.0,9.0,9.0,9.0,9.0
629,2020-04-21,2020-04-21,4062,290,4062.0,4062.0,4062.0,4062.0,4062.0,4062.0
630,2020-04-21,2020-04-21,3043,141,3043.0,3043.0,3043.0,3043.0,3043.0,3043.0
631,2020-04-21,2020-04-21,8669,285,8669.0,8669.0,8669.0,8669.0,8669.0,8669.0
633,2020-04-21,2020-04-21,3341,133,3341.0,3341.0,3341.0,3341.0,3341.0,3341.0
634,2020-04-22,2020-04-22,678,27,678.0,678.0,678.0,678.0,678.0,678.0
635,2020-04-22,2020-04-22,404,31,404.0,404.0,404.0,404.0,404.0,404.0
636,2020-04-22,2020-04-22,1908,104,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0
637,2020-04-22,2020-04-22,14,1,14.0,14.0,14.0,14.0,14.0,14.0
638,2020-04-22,2020-04-22,5783,271,5783.0,5783.0,5783.0,5783.0,5783.0,5783.0
639,2020-04-22,2020-04-22,196,30,196.0,196.0,196.0,196.0,196.0,196.0
640,2020-04-22,2020-04-22,2678,271,2678.0,2678.0,2678.0,2678.0,2678.0,2678.0
641,2020-04-22,2020-04-22,345,14,345.0,345.0,345.0,345.0,345.0,345.0
642,2020-04-22,2020-04-22,10094,494,10094.0,10094.0,10094.0,10094.0,10094.0,10094.0
643,2020-04-22,2020-04-22,9,0,9.0,9.0,9.0,9.0,9.0,9.0
644,2020-04-22,2020-04-22,4212,312,4212.0,4212.0,4212.0,4212.0,4212.0,4212.0
645,2020-04-22,2020-04-22,3253,157,3253.0,3253.0,3253.0,3253.0,3253.0,3253.0
